order_id,user_id,order_time,order_amount,order_status,pay_status,source_channel,province
7948,4155,2026-03-12 17:36:00,928.06,已支付,已支付,mini_program,北京
7949,8726,2026-03-25 13:30:20,1906.67,已完成,已支付,mini_program,江苏
7950,284,2026-03-25 22:20:22,187.17,待支付,未支付,app,上海
7951,6197,2026-03-18 15:49:03,2238.46,已退款,已退款,web,江苏
7952,1143,2026-03-18 03:47:42,485.64,已完成,已支付,app,北京
7953,4767,2026-03-21 18:13:07,2706.96,已完成,已支付,app,湖北
7954,3976,2026-03-15 00:47:02,862.63,已取消,未支付,app,河南
7955,5169,2026-03-25 14:33:47,2001.29,已支付,已支付,app,广东
7956,217,2026-03-16 05:45:25,182.91,已取消,未支付,app,北京
7957,3572,2026-03-10 12:58:36,2740.98,已完成,已支付,web,四川
7958,9350,2026-03-06 11:04:50,2702.2,已支付,已支付,web,江苏
7959,1697,2026-03-25 12:25:04,2527.6,待支付,未支付,app,浙江
7960,3786,2026-03-24 18:18:33,417.24,已完成,已支付,app,上海
7961,9322,2026-03-07 21:41:45,1552.82,待支付,未支付,mini_program,广东
7962,2259,2026-03-25 03:02:10,2323.75,已完成,已支付,web,福建
7963,5046,2026-03-01 14:05:30,1371.21,已支付,已支付,mini_program,江苏
7964,7324,2026-03-12 19:36:19,959.37,已退款,已退款,web,山东
7965,7401,2026-03-14 22:51:11,2962.71,已完成,已支付,web,福建
7966,6529,2026-03-16 00:09:07,2384.45,已完成,已支付,web,上海
7967,9625,2026-03-12 20:07:45,755.52,已支付,已支付,app,江苏
7968,5759,2026-03-14 10:59:46,916.35,待支付,未支付,app,河南
7969,3679,2026-03-24 12:22:41,607.5,待支付,未支付,mini_program,上海
7970,8161,2026-03-12 00:04:00,2726.22,已完成,已支付,app,四川
7971,6463,2026-03-12 17:55:51,2321.62,已完成,已支付,app,四川
7972,4422,2026-03-23 20:40:00,639.22,已完成,已支付,web,上海
7973,2771,2026-03-21 13:21:02,1676.12,已取消,未支付,app,山东
7974,2277,2026-03-25 20:05:54,2203.49,已完成,已支付,web,山东
7975,9293,2026-03-23 15:10:55,603.74,已完成,已支付,mini_program,北京
7976,7292,2026-03-23 13:48:04,1969.22,已支付,已支付,app,河南
7977,6142,2026-03-22 04:19:42,623.85,已支付,已支付,app,山东
7978,3069,2026-03-23 22:05:48,364.14,已支付,已支付,app,上海
7979,4671,2026-03-17 10:57:38,1172.07,已完成,已支付,app,浙江
7980,2465,2026-03-17 23:51:18,2162.62,已完成,已支付,app,江苏
7981,378,2026-03-25 12:29:16,738.78,已取消,未支付,mini_program,江苏
7982,6207,2026-03-11 02:05:39,2908.79,已完成,已支付,mini_program,湖北
7983,6680,2026-03-04 10:25:33,2982.3,已完成,已支付,mini_program,河南
7984,2719,2026-03-11 17:15:19,1645.67,已完成,已支付,app,北京
7985,5701,2026-03-24 11:59:14,140.47,已支付,已支付,mini_program,北京
7986,1097,2026-03-24 19:40:03,1078.91,已支付,已支付,mini_program,河南
7987,778,2026-03-25 20:39:05,1942.08,已取消,未支付,app,山东
7988,1332,2026-03-20 21:22:53,2321.4,已取消,未支付,web,浙江
7989,1524,2026-03-20 18:12:34,1930.37,已完成,已支付,app,河南
7990,869,2026-03-17 14:40:08,2188.9,已完成,已支付,mini_program,四川
7991,4047,2026-03-15 03:53:38,238.57,已退款,已退款,web,上海
7992,8773,2026-03-19 00:46:26,628.91,已取消,未支付,mini_program,四川
7993,8175,2026-03-22 10:52:23,2476.96,已退款,已退款,app,福建
7994,7754,2026-03-19 04:55:40,933.15,已完成,已支付,web,福建
7995,6840,2026-03-15 09:31:33,612.79,待支付,未支付,mini_program,山东
7996,4841,2026-03-22 20:02:42,1096.68,已完成,已支付,web,北京
7997,2486,2026-03-24 00:23:26,73.63,已取消,未支付,mini_program,江苏
7998,5331,2026-03-18 03:46:21,714.78,已完成,已支付,app,湖北
7999,9073,2026-03-17 12:11:13,66.49,已支付,已支付,app,浙江
8000,4813,2026-03-22 14:14:52,2547.76,已支付,已支付,web,四川
8001,5394,2026-03-24 02:35:01,1127.7,已取消,未支付,web,广东
8002,9354,2026-03-14 20:56:11,1544.32,已取消,未支付,app,浙江
8003,9737,2026-03-07 02:56:12,1505.82,已退款,已退款,app,广东
8004,1495,2026-03-15 15:24:32,191.82,已取消,未支付,web,广东
8005,1271,2026-03-24 10:38:47,127.18,已完成,已支付,app,湖北
8006,9473,2026-03-12 05:34:15,350.12,已完成,已支付,app,山东
8007,4029,2026-03-16 02:18:55,1904.52,已取消,未支付,app,北京
8008,2194,2026-03-23 08:19:42,249.1,已完成,已支付,app,广东
8009,7881,2026-03-19 00:18:30,2632.22,已完成,已支付,app,广东
8010,7153,2026-03-10 17:35:11,674.68,已退款,已退款,app,北京
8011,822,2026-03-19 21:26:44,2295.58,已取消,未支付,app,山东
8012,1660,2026-03-25 14:26:55,1325.39,已支付,已支付,web,湖北
8013,9524,2026-03-21 16:04:29,837.86,已取消,未支付,web,浙江
8014,3427,2026-03-22 00:51:17,115.27,已取消,未支付,app,广东
8015,5045,2026-03-02 19:41:09,1038.25,已完成,已支付,web,福建
8016,386,2026-03-16 16:38:59,678.89,已支付,已支付,mini_program,浙江
8017,355,2026-03-15 18:57:32,656.8,已支付,已支付,app,河南
8018,4961,2026-03-20 17:41:56,446.27,已取消,未支付,app,浙江
8019,2706,2026-03-15 12:37:46,2690.2,已完成,已支付,app,河南
8020,7042,2026-03-19 15:39:35,2658.8,已支付,已支付,mini_program,广东
8021,6814,2026-03-23 11:15:04,799.24,已取消,未支付,web,山东
8022,4291,2026-03-25 07:02:50,533.27,已完成,已支付,app,北京
8023,4761,2026-03-23 00:34:35,2786.84,已支付,已支付,app,福建
8024,1495,2026-03-08 11:41:14,861.52,已支付,已支付,app,福建
8025,7626,2026-03-23 20:31:04,261.03,已支付,已支付,mini_program,广东
8026,2447,2026-03-25 22:37:06,445.32,待支付,未支付,app,广东
8027,3911,2026-03-15 06:52:33,254.61,已完成,已支付,mini_program,福建
8028,2204,2026-03-22 11:26:01,1631.76,已完成,已支付,web,四川
8029,1507,2026-03-25 05:47:22,24.91,待支付,未支付,web,江苏
8030,1392,2026-03-18 06:29:07,2114.58,已退款,已退款,app,浙江
8031,3224,2026-03-13 08:32:45,1181.19,已取消,未支付,mini_program,河南
8032,556,2026-03-25 19:59:06,2689.01,已取消,未支付,app,浙江
8033,3700,2026-03-24 01:58:17,1946.52,已完成,已支付,app,河南
8034,1398,2026-03-25 19:44:11,1928.51,待支付,未支付,web,河南
8035,5246,2026-03-24 13:38:39,2003.42,已支付,已支付,app,北京
8036,7571,2026-03-25 12:16:34,1642.5,已取消,未支付,app,河南
8037,5566,2026-03-24 11:15:47,2691.4,已完成,已支付,mini_program,江苏
8038,5759,2026-03-23 05:04:23,1545.63,已完成,已支付,app,北京
8039,6242,2026-03-07 21:57:23,386.96,已完成,已支付,web,广东
8040,6926,2026-03-21 21:21:04,474.98,已支付,已支付,mini_program,四川
8041,8937,2026-03-21 11:23:19,1159.96,已支付,已支付,web,河南
8042,653,2026-03-25 19:09:10,2628.12,已支付,已支付,mini_program,北京
8043,142,2026-03-23 20:26:17,2532.7,待支付,未支付,app,四川
8044,5204,2026-03-23 16:49:42,1130.54,已取消,未支付,mini_program,湖北
8045,6163,2026-03-25 22:55:34,2599.33,已取消,未支付,mini_program,山东
8046,7729,2026-03-13 01:08:30,1053.35,已支付,已支付,web,北京
8047,6366,2026-03-13 22:53:16,1791.95,已完成,已支付,app,广东
8048,2212,2026-03-17 20:56:10,1966.79,已支付,已支付,app,浙江
8049,6616,2026-03-20 20:44:32,1683.49,已完成,已支付,app,江苏
8050,635,2026-03-25 01:01:16,301.33,已取消,未支付,app,山东
8051,4387,2026-03-19 19:13:10,1133.97,已退款,已退款,mini_program,湖北
8052,3558,2026-03-11 07:22:05,448.15,已取消,未支付,web,湖北
8053,2409,2026-03-22 23:44:38,892.68,已取消,未支付,web,北京
8054,5659,2026-03-15 10:40:26,1569.77,已完成,已支付,app,福建
8055,8064,2026-03-22 02:56:34,1370.64,已完成,已支付,app,四川
8056,8037,2026-03-23 23:24:57,2839.21,已支付,已支付,app,广东
8057,1569,2026-03-21 14:55:54,2037.83,已取消,未支付,app,四川
8058,2004,2026-03-11 19:40:53,2543.88,已完成,已支付,mini_program,福建
8059,3612,2026-03-22 04:47:31,1744.59,待支付,未支付,mini_program,上海
8060,5948,2026-03-08 23:20:29,876.33,已取消,未支付,app,福建
8061,4449,2026-03-24 09:10:38,2893.04,待支付,未支付,app,江苏
8062,5140,2026-03-16 10:20:52,2079.22,已完成,已支付,app,江苏
8063,9653,2026-03-22 22:00:59,343.21,已完成,已支付,web,福建
8064,1582,2026-03-16 19:07:55,729.62,已完成,已支付,web,江苏
8065,3450,2026-03-25 13:42:32,1922.85,已完成,已支付,app,湖北
8066,638,2026-03-20 11:33:10,2264.14,已完成,已支付,mini_program,山东
8067,5358,2026-03-25 11:30:12,322.62,已支付,已支付,app,北京
8068,3779,2026-03-15 10:47:32,2224.21,已完成,已支付,mini_program,湖北
8069,5107,2026-03-25 14:36:39,2084.79,已支付,已支付,mini_program,四川
8070,3274,2026-03-21 06:14:36,2024.61,已完成,已支付,app,四川
8071,7301,2026-03-20 01:11:18,2853.08,已支付,已支付,app,湖北
8072,6241,2026-03-18 03:56:00,2472.36,已支付,已支付,mini_program,福建
8073,7078,2026-03-20 23:02:52,1970.63,待支付,未支付,web,山东
8074,3047,2026-03-01 00:46:16,2833.76,已完成,已支付,web,广东
8075,7447,2026-03-02 12:42:44,437.46,已取消,未支付,app,山东
8076,3880,2026-03-23 09:16:36,23.09,已支付,已支付,mini_program,江苏
8077,5925,2026-03-19 22:26:28,2768.4,已支付,已支付,app,四川
8078,3415,2026-03-20 17:54:53,535.91,已完成,已支付,mini_program,四川
8079,388,2026-03-24 20:58:07,2848.95,已取消,未支付,web,北京
8080,2316,2026-03-22 10:49:29,237.38,已取消,未支付,app,四川
8081,2989,2026-03-19 15:01:24,1898.26,待支付,未支付,app,广东
8082,3668,2026-03-24 14:43:58,1379.41,待支付,未支付,app,上海
8083,9641,2026-03-19 16:43:28,2195.84,已完成,已支付,mini_program,福建
8084,8891,2026-03-09 12:00:53,2439.44,已退款,已退款,mini_program,福建
8085,4291,2026-03-25 02:35:55,1803.59,已完成,已支付,mini_program,浙江
8086,3726,2026-03-22 23:22:23,1832.63,已完成,已支付,web,广东
8087,1942,2026-03-15 08:08:40,1982.92,已取消,未支付,app,山东
8088,2247,2026-03-22 14:39:16,440.13,已支付,已支付,app,山东
8089,4151,2026-03-01 03:28:37,517.16,已完成,已支付,mini_program,山东
8090,7216,2026-03-23 01:41:37,2738.21,已完成,已支付,app,上海
8091,1696,2026-03-21 10:56:48,1939.25,已取消,未支付,web,四川
8092,7247,2026-03-20 14:08:15,1512.81,已取消,未支付,app,上海
8093,1159,2026-03-24 08:00:46,1250.85,已完成,已支付,web,湖北
8094,3814,2026-03-25 14:51:58,2663.07,已完成,已支付,web,湖北
8095,9804,2026-03-24 06:19:49,119.74,已退款,已退款,mini_program,北京
8096,2582,2026-03-24 18:39:35,915.89,已取消,未支付,web,江苏
8097,5744,2026-03-03 16:55:44,1326.98,已完成,已支付,app,四川
8098,7769,2026-03-07 11:20:45,1896.39,已完成,已支付,mini_program,四川
8099,1438,2026-03-25 21:39:51,2992.93,已完成,已支付,mini_program,江苏
8100,2686,2026-03-25 17:55:57,2042.47,已支付,已支付,app,浙江
8101,8302,2026-03-20 22:21:29,841.61,已取消,未支付,app,浙江
8102,2541,2026-03-12 12:40:24,2423.26,已支付,已支付,mini_program,江苏
8103,8999,2026-03-15 23:27:05,443.31,已完成,已支付,mini_program,北京
8104,1869,2026-03-23 02:03:21,2684.02,已完成,已支付,app,湖北
8105,952,2026-03-25 17:10:45,837.18,已支付,已支付,app,四川
8106,275,2026-03-24 14:52:17,1502.02,已完成,已支付,mini_program,浙江
8107,3185,2026-03-10 17:48:19,2578.14,已取消,未支付,mini_program,北京
8108,1230,2026-03-20 04:39:43,840.62,已取消,未支付,web,福建
8109,8665,2026-03-25 16:20:31,2867.24,已取消,未支付,mini_program,四川
8110,9962,2026-03-15 16:24:41,1880.07,已支付,已支付,mini_program,湖北
8111,2475,2026-03-25 07:39:01,2556.96,已完成,已支付,app,山东
8112,1617,2026-03-24 01:36:02,2761.14,已完成,已支付,web,福建
8113,3849,2026-03-25 06:35:58,2365.73,已完成,已支付,app,广东
8114,445,2026-03-25 02:17:59,1210.93,已支付,已支付,app,河南
8115,554,2026-03-15 22:26:26,53.92,已支付,已支付,mini_program,广东
8116,6839,2026-03-12 17:09:15,1175.82,已完成,已支付,web,江苏
8117,5660,2026-03-17 07:33:35,1638.31,待支付,未支付,web,北京
8118,894,2026-03-25 07:43:23,1600.37,已取消,未支付,app,湖北
8119,4095,2026-03-25 12:41:59,2761.61,待支付,未支付,app,山东
8120,5117,2026-03-25 05:51:18,2328.55,已完成,已支付,app,广东
8121,6123,2026-03-23 17:22:46,165.82,已支付,已支付,app,江苏
8122,9679,2026-03-23 06:07:46,2419.25,已完成,已支付,app,山东
8123,1114,2026-03-16 04:18:21,972.23,已完成,已支付,app,广东
8124,6322,2026-03-24 19:24:30,1621.51,已支付,已支付,app,江苏
8125,9781,2026-03-18 10:14:03,1837.27,待支付,未支付,mini_program,上海
8126,8845,2026-03-19 22:19:07,961.78,待支付,未支付,mini_program,山东
8127,2516,2026-03-09 09:10:02,1062.98,已完成,已支付,app,河南
8128,4937,2026-03-24 13:14:08,2046.52,已支付,已支付,app,广东
8129,2180,2026-03-18 14:11:12,1987.36,已完成,已支付,app,江苏
8130,1430,2026-03-16 12:15:48,2911.55,已取消,未支付,mini_program,四川
8131,965,2026-03-19 05:24:41,1852.32,已完成,已支付,web,北京
8132,7409,2026-03-24 09:45:27,63.17,已完成,已支付,app,河南
8133,7085,2026-03-19 15:24:52,2790.75,待支付,未支付,app,上海
8134,1795,2026-03-20 09:44:23,1612.92,已完成,已支付,app,江苏
8135,5858,2026-02-28 21:56:01,2346.89,已完成,已支付,mini_program,广东
8136,5098,2026-03-01 03:18:03,2670.47,已取消,未支付,app,广东
8137,3238,2026-03-16 08:40:27,601.78,已完成,已支付,web,四川
8138,26,2026-03-11 15:44:52,1405.59,已支付,已支付,app,福建
8139,4353,2026-03-11 14:37:18,2614.49,已完成,已支付,mini_program,浙江
8140,2793,2026-03-25 00:35:20,987.74,已取消,未支付,web,湖北
8141,6037,2026-03-22 19:50:13,2418.68,已退款,已退款,app,上海
8142,3603,2026-03-08 07:23:58,791.88,已退款,已退款,web,广东
8143,5785,2026-03-01 14:30:37,968.64,已完成,已支付,web,江苏
8144,3439,2026-03-15 12:00:47,727.53,已取消,未支付,mini_program,北京
8145,4743,2026-03-12 10:43:11,99.67,已完成,已支付,web,上海
8146,9519,2026-03-23 16:30:39,1964.53,已支付,已支付,app,浙江
8147,8518,2026-03-07 06:11:33,1180.73,已完成,已支付,app,河南
8148,2591,2026-03-17 16:27:38,1417.49,已完成,已支付,web,四川
8149,8231,2026-03-16 19:08:05,2724.59,已支付,已支付,mini_program,北京
8150,655,2026-03-25 18:43:45,1203.42,已退款,已退款,app,四川
8151,7178,2026-03-21 22:48:03,872.87,已完成,已支付,web,河南
8152,8015,2026-03-25 05:35:42,2564.47,已完成,已支付,mini_program,上海
8153,4740,2026-03-23 15:47:57,2308.08,待支付,未支付,web,浙江
8154,3045,2026-03-21 12:53:22,1609.97,待支付,未支付,app,河南
8155,3407,2026-03-18 11:59:25,917.26,已完成,已支付,mini_program,福建
8156,5599,2026-03-25 00:36:35,2944.47,已完成,已支付,mini_program,江苏
8157,9740,2026-03-16 16:12:51,2018.42,已完成,已支付,web,福建
8158,7825,2026-03-21 16:44:17,1190.67,已取消,未支付,mini_program,湖北
8159,4588,2026-03-21 15:04:42,2568.35,待支付,未支付,mini_program,上海
8160,6277,2026-03-16 15:30:37,1307.4,已取消,未支付,app,广东
8161,9780,2026-03-04 01:57:00,1641.96,已取消,未支付,web,山东
8162,9243,2026-03-12 04:21:38,2879.89,已取消,未支付,app,江苏
8163,2488,2026-03-15 00:30:50,1559.29,已支付,已支付,web,浙江
8164,6974,2026-03-08 20:08:03,1739.42,已支付,已支付,web,广东
8165,6888,2026-03-14 08:49:36,2893.9,已完成,已支付,mini_program,浙江
8166,7219,2026-03-20 09:25:08,402.91,已退款,已退款,mini_program,浙江
8167,6167,2026-03-15 14:02:29,360.77,已取消,未支付,app,浙江
8168,5773,2026-03-19 15:21:15,2610.88,已完成,已支付,app,北京
8169,3961,2026-03-10 07:18:56,365.66,已退款,已退款,web,北京
8170,250,2026-03-05 15:37:08,220.75,已完成,已支付,app,上海
8171,6561,2026-03-24 22:17:20,522.65,已完成,已支付,mini_program,上海
8172,3031,2026-03-24 15:02:42,1969.97,已完成,已支付,web,上海
8173,3309,2026-03-15 01:41:40,1137.11,已完成,已支付,web,北京
8174,8941,2026-03-24 03:01:52,2186.46,待支付,未支付,app,河南
8175,4215,2026-03-17 19:21:59,686.6,待支付,未支付,app,北京
8176,2646,2026-03-14 16:42:51,251.48,已支付,已支付,mini_program,江苏
8177,7487,2026-03-25 20:18:01,1191.04,已完成,已支付,mini_program,山东
8178,9598,2026-03-20 21:48:11,2247.47,已支付,已支付,app,福建
8179,3461,2026-03-13 04:25:22,810.92,已取消,未支付,web,上海
8180,7848,2026-03-17 00:14:46,711.75,已完成,已支付,app,北京
8181,2674,2026-03-15 10:40:28,596.27,已支付,已支付,mini_program,河南
8182,6929,2026-03-22 14:40:57,412.09,已完成,已支付,mini_program,四川
8183,2823,2026-03-21 09:21:37,255.24,已支付,已支付,app,上海
8184,6252,2026-03-25 20:42:34,2767.12,已完成,已支付,app,上海
8185,609,2026-03-16 03:22:58,2370.43,待支付,未支付,web,广东
8186,9028,2026-03-22 14:52:29,597.88,待支付,未支付,app,上海
8187,7826,2026-03-16 03:34:35,954.74,已完成,已支付,app,北京
8188,2257,2026-03-25 20:43:59,870.24,已完成,已支付,app,山东
8189,6604,2026-03-22 00:19:33,2840.34,待支付,未支付,web,山东
8190,9236,2026-03-25 22:54:18,1160.63,已退款,已退款,app,北京
8191,9113,2026-03-23 08:47:11,2189.67,已支付,已支付,app,湖北
8192,3028,2026-03-13 04:55:52,2901.45,已完成,已支付,app,上海
8193,4195,2026-03-22 05:21:23,755.27,已支付,已支付,app,湖北
8194,8183,2026-03-21 07:16:30,2911.79,已完成,已支付,mini_program,山东
8195,579,2026-03-22 06:56:29,718.77,已完成,已支付,mini_program,江苏
8196,9612,2026-03-24 02:27:33,1374.31,已退款,已退款,mini_program,上海
8197,5094,2026-03-25 00:56:34,277.26,已支付,已支付,web,山东
8198,1434,2026-03-25 08:22:29,1137.36,待支付,未支付,mini_program,山东
8199,4402,2026-03-10 02:08:07,1570.26,已完成,已支付,web,山东
8200,9308,2026-03-24 00:46:03,2074.28,已完成,已支付,app,福建
8201,9194,2026-03-23 20:03:18,812.66,已完成,已支付,mini_program,四川
8202,97,2026-03-19 20:37:37,2230.48,已取消,未支付,mini_program,浙江
8203,4185,2026-03-23 08:59:53,2089.68,已支付,已支付,app,河南
8204,5785,2026-03-08 09:42:02,235.05,已完成,已支付,web,湖北
8205,5712,2026-03-17 16:51:38,1007.25,已完成,已支付,app,上海
8206,3297,2026-03-24 13:25:43,2708.73,已完成,已支付,app,广东
8207,3688,2026-03-18 23:10:53,1271.24,已完成,已支付,app,北京
8208,957,2026-03-22 22:43:57,1246.29,待支付,未支付,app,浙江
8209,3261,2026-03-24 18:52:30,346.36,已退款,已退款,mini_program,福建
8210,105,2026-03-23 22:00:07,1828.03,已支付,已支付,app,福建
8211,8475,2026-03-19 23:00:34,1306.69,已取消,未支付,web,福建
8212,6040,2026-03-21 14:06:01,2746.99,已完成,已支付,mini_program,北京
8213,448,2026-03-17 14:12:36,2861.22,已退款,已退款,mini_program,上海
8214,9136,2026-03-12 21:11:24,2933.12,已完成,已支付,app,广东
8215,5726,2026-03-17 23:38:50,2234.82,已退款,已退款,mini_program,浙江
8216,3498,2026-03-17 10:12:14,2043.23,已完成,已支付,app,江苏
8217,6280,2026-03-21 11:31:11,911.97,已支付,已支付,mini_program,福建
8218,1626,2026-03-17 15:46:36,2679.98,已支付,已支付,web,河南
8219,5287,2026-03-24 20:32:39,1517.1,已完成,已支付,app,上海
8220,3471,2026-03-22 08:05:08,2351.29,已完成,已支付,app,山东
8221,5671,2026-03-24 14:44:50,2127.48,待支付,未支付,app,四川
8222,9401,2026-03-25 21:09:35,1100.73,待支付,未支付,web,上海
8223,8230,2026-03-20 11:52:51,2092.76,已支付,已支付,web,浙江
8224,5781,2026-03-10 18:34:00,193.27,已支付,已支付,mini_program,上海
8225,2824,2026-03-16 06:00:29,187.95,已完成,已支付,app,北京
8226,4625,2026-03-17 22:21:07,689.07,已完成,已支付,mini_program,上海
8227,93,2026-03-25 21:49:36,1907.97,待支付,未支付,web,湖北
8228,3038,2026-03-25 03:36:19,680.21,待支付,未支付,app,四川
8229,4663,2026-03-24 06:51:31,696.3,已完成,已支付,mini_program,河南
8230,2195,2026-03-24 09:20:32,1595.5,已完成,已支付,web,河南
8231,773,2026-03-11 16:19:19,996.41,已支付,已支付,app,山东
8232,7288,2026-03-13 18:28:53,2079.6,已完成,已支付,app,山东
8233,9353,2026-03-18 10:31:14,2700.6,已支付,已支付,web,四川
8234,9019,2026-03-25 21:47:24,1601.27,已支付,已支付,app,北京
8235,8081,2026-03-23 19:54:56,2411.43,已完成,已支付,mini_program,四川
8236,2183,2026-03-16 20:45:15,1133.9,已支付,已支付,app,浙江
8237,7607,2026-03-16 14:01:23,333.66,已支付,已支付,mini_program,广东
8238,2206,2026-03-24 00:55:56,2964.5,已完成,已支付,mini_program,上海
8239,226,2026-03-13 16:50:40,885.8,已支付,已支付,app,上海
8240,8787,2026-03-25 03:49:19,2345.69,已完成,已支付,app,上海
8241,1180,2026-03-11 00:26:50,2356.03,待支付,未支付,mini_program,江苏
8242,9813,2026-03-13 22:58:59,1749.9,已支付,已支付,web,上海
8243,5856,2026-02-25 10:05:59,2722.23,已支付,已支付,app,河南
8244,7041,2026-03-25 03:44:55,2446.1,已退款,已退款,mini_program,广东
8245,3107,2026-03-24 12:32:11,1412.61,已完成,已支付,web,福建
8246,2374,2026-03-25 10:28:53,290.15,已支付,已支付,app,山东
8247,3069,2026-03-16 20:39:09,1932.81,已支付,已支付,web,福建
8248,7150,2026-02-26 23:06:08,2229.88,待支付,未支付,app,山东
8249,5923,2026-03-07 15:34:07,2180.9,已取消,未支付,app,河南
8250,3047,2026-03-17 19:51:17,208.27,已完成,已支付,mini_program,广东
8251,2261,2026-03-19 23:42:44,981.29,已支付,已支付,mini_program,江苏
8252,3358,2026-03-12 20:10:32,1794.85,已完成,已支付,app,广东
8253,2779,2026-03-21 05:29:32,1666.94,已支付,已支付,app,湖北
8254,4043,2026-03-25 06:28:49,106.1,已完成,已支付,web,河南
8255,3827,2026-03-22 15:05:28,2439.62,已完成,已支付,web,广东
8256,4237,2026-03-10 08:23:19,2623.2,已完成,已支付,app,山东
8257,881,2026-03-22 17:58:07,125.51,已支付,已支付,app,河南
8258,200,2026-03-14 23:50:57,2334.93,已完成,已支付,app,北京
8259,712,2026-03-23 03:23:05,2563.55,已取消,未支付,web,湖北
8260,1905,2026-03-24 02:23:54,2402.55,已支付,已支付,mini_program,四川
8261,2794,2026-03-16 09:49:25,2023.87,已取消,未支付,mini_program,北京
8262,633,2026-03-24 13:45:36,143.65,已完成,已支付,mini_program,福建
8263,1939,2026-03-22 15:28:27,2111.47,待支付,未支付,mini_program,四川
8264,7583,2026-03-10 09:28:08,431.47,已完成,已支付,app,浙江
8265,1151,2026-03-09 02:17:00,1276.79,已完成,已支付,mini_program,江苏
8266,4005,2026-03-18 18:57:00,1165.77,已取消,未支付,app,福建
8267,8615,2026-03-07 19:22:55,2179.23,已取消,未支付,app,山东
8268,7701,2026-03-16 16:18:23,328.53,已支付,已支付,app,北京
8269,9942,2026-03-18 03:15:35,1125.67,已完成,已支付,mini_program,湖北
8270,91,2026-03-19 01:25:09,1671.71,已取消,未支付,app,上海
8271,4205,2026-03-22 07:25:55,2490.37,已取消,未支付,app,福建
8272,3667,2026-03-25 05:26:26,491.04,已完成,已支付,mini_program,山东
8273,6719,2026-03-23 01:50:08,2768.87,已支付,已支付,app,四川
8274,4282,2026-03-20 00:48:13,466.11,已取消,未支付,mini_program,山东
8275,7557,2026-03-22 18:26:59,2171.96,已支付,已支付,mini_program,广东
8276,7579,2026-03-22 19:21:42,1883.94,已完成,已支付,app,福建
8277,6154,2026-03-23 23:27:39,152.85,已完成,已支付,web,广东
8278,3239,2026-03-25 00:09:41,336.14,已支付,已支付,app,四川
8279,8363,2026-03-09 02:23:14,1493.59,已完成,已支付,app,四川
8280,4980,2026-03-14 09:10:22,2630.75,已完成,已支付,web,湖北
8281,5707,2026-03-07 20:10:00,1652.25,已完成,已支付,mini_program,山东
8282,2900,2026-03-23 12:44:25,2496.26,已支付,已支付,mini_program,北京
8283,9690,2026-02-28 11:15:53,997.34,已支付,已支付,app,山东
8284,2239,2026-03-24 19:00:38,917.67,已支付,已支付,app,四川
8285,4258,2026-03-14 10:29:10,149.65,已完成,已支付,mini_program,上海
8286,7175,2026-03-23 10:25:42,458.23,已完成,已支付,mini_program,广东
8287,1860,2026-03-12 18:39:52,2066.24,已取消,未支付,mini_program,山东
8288,1210,2026-03-25 03:08:49,1885.98,已完成,已支付,mini_program,北京
8289,3224,2026-03-14 22:03:10,261.64,已取消,未支付,mini_program,浙江
8290,6107,2026-03-24 09:13:17,2905.85,已完成,已支付,web,广东
8291,8267,2026-03-21 05:20:05,1290.0,已支付,已支付,mini_program,四川
8292,2900,2026-03-24 02:05:26,950.66,已退款,已退款,web,上海
8293,3683,2026-03-25 09:29:33,1937.24,已取消,未支付,app,山东
8294,9886,2026-03-10 06:59:44,1437.72,已取消,未支付,mini_program,福建
8295,3755,2026-03-25 18:19:48,2923.05,已完成,已支付,app,山东
8296,1554,2026-03-22 07:24:25,1861.78,已完成,已支付,web,广东
8297,3273,2026-03-18 01:30:28,608.91,待支付,未支付,app,福建
8298,2146,2026-03-21 05:46:07,592.14,待支付,未支付,web,广东
8299,9000,2026-03-04 23:38:06,1079.21,已取消,未支付,mini_program,江苏
8300,9181,2026-03-10 18:14:54,624.79,已完成,已支付,app,江苏
8301,7076,2026-03-20 18:06:37,1668.19,已完成,已支付,app,江苏
8302,5820,2026-03-20 14:43:23,2426.76,已完成,已支付,web,山东
8303,8639,2026-03-23 19:17:28,2958.05,已取消,未支付,app,广东
8304,46,2026-03-10 16:56:29,438.79,已支付,已支付,mini_program,北京
8305,8244,2026-03-18 09:19:17,2342.48,已完成,已支付,web,福建
8306,8223,2026-03-19 22:29:31,2181.74,已支付,已支付,web,江苏
8307,1138,2026-03-09 13:58:20,421.57,已完成,已支付,app,河南
8308,3889,2026-03-25 14:15:57,968.81,已完成,已支付,mini_program,山东
8309,9466,2026-03-13 17:16:25,563.0,已支付,已支付,mini_program,北京
8310,5510,2026-02-27 00:05:17,585.16,已完成,已支付,app,福建
8311,2219,2026-03-16 23:39:03,294.67,已支付,已支付,web,北京
8312,3694,2026-03-24 20:16:21,860.82,已取消,未支付,app,浙江
8313,3534,2026-03-21 23:27:53,1978.42,已完成,已支付,web,湖北
8314,2637,2026-03-17 22:56:16,22.81,待支付,未支付,app,山东
8315,3866,2026-03-16 18:58:41,1949.95,已完成,已支付,mini_program,上海
8316,8115,2026-03-23 19:34:28,1028.43,已支付,已支付,app,浙江
8317,2921,2026-03-07 03:17:32,2107.35,已完成,已支付,mini_program,河南
